patent_number,application_number
US9422297,US20150141445A1
US9422293,US20160318942A1
US9427428,US20120219594A1
US9115144,US20140296537A1
US9115089,US20150352092A1
US9119845,US20110052613A1
US9120744,US20100137194A1
US9493448,US20170001984A1
US9522888,US20160052888A1
US9120752,US20150344465A1
US9120756,US20140142143A1
US9120761,US20130022594A1
US9115121,US20140343061A1
US9115122,US20140179743A1
US9120745,US20140296186A1
US9120769,US20140249174A1
US9120771,US20140171402A1
US9120772,US20160166562A1
US9120780,US20130289072A1
US9120781,US20130131044A1
US9120785,US20140100250A1
US9120786,US20150353512A1
US9120797,US20110319440A1
US9120798,US20150197521A1
US9120807,US20170291907A1
US9120812,US20140378433A1
US9126941,US20130034501A1
US9126948,US20140057912A1
US9125915,US20130261109A1
US9126947,US20130190298A1
US9126952,US20130012489A1
US9126957,US20140206665A1
US9126973,US20150099748A1
US9126976,US20140357632A1
US9126978,US20160095866A1
US9126979,US20140343093A1
US9126980,US20150080428A1
US9126987,US20080214620A1
US9127001,US20160060259A1
US9127005,US20120214832A1
US9127027,US20140113884A1
US9132129,US20150336965A1
US9132134,US20240058353A1
US9133105,US20140256775A1
US9133125,US20150045384A1
US9133131,US20140315783A1
US9133134,US20150111912A1
US9133160,US20130310393A1
US9133162,US20120219522A1
US8772323,US20130172323A1
US8829029,US20130165432A1
US9133171,US20150005329A1
US9133180,US20150018367A1
US9133182,US20130217732A1
US9133187,US20130338140A1
US9133197,US20120053191A1
US9133199,US20150344486A1
US9133201,US20240358707A1
US9133183,US20140315917A1
US9138393,US20140227206A1
US9138423,US20130172397A1
US9138494,US20160058894A1
US9139529,US20150336945A1
US9139546,US20110207748A1
US9139577,US20150005278A1
US9139578,US20150158856A1
US9139585,US20140309213A1
US9139593,US20140323462A1
US9144538,US20140227207A1
US9145380,US20100331321A1
US9145392,US20140343029A1
US9145408,US20200223847A1
US9145412,US20140128391A1
US9145418,US20140243347A1
US9145426,US20140023667A1
US9149477,US20210332047A1
US9149492,US20140044757A1
US9150546,US20110319414A1
US9145419,US20130045980A1
US9150519,US20130109669A1
US9150526,US20140296296A1
US9150566,US20150158855A1
US9150577,US20130109679A1
US9150578,US20130190305A1
US9150579,US20210403475A1
US9150581,US20140357674A1
US9150583,US20130210850A1
US9156811,US20160060224A1
US9156829,US20150232460A1
US9156831,US20160137634A1
US9156836,US20160009724A1
US9156845,US20140005183A1
US9156848,US20150175609A1
US9156852,US20140371219A1
US9156856,US20130184278A1
US9161922,US20080199933A1
US9161924,US20140219989A1
US9156822,US20130137679A1
US9161939,US20150148357A1
US9161945,US20130165645A1
US9162979,US20130165494A1
US9162983,US20140350262A1
US9162991,US20140024837A1
US9163008,US20190002412A1
US9163010,US20120258995A1
US9168255,US20150250789A1
US9169182,US20130331460A1
US9163012,US20110053943A1
US9163013,US20160045485A1
US9163015,US20130096110A1
US9163017,US20140213601A1
US9163040,US20140228323A1
US9163042,US20200377535A1
US9168247,US20130116273A1
US9168248,US20110312952A1
US9169205,US20140100211A1
US9499502,US20140128382A1
US9079895,US20140148452A1
US9169234,US20160031812A1
US9169240,US20150239879A1
US9169243,US20150175597A1
US9169259,US20130109661A1
US9073941,US20130158037A1
US9169224,US20130331396A1
US9169246,US20130079337A1
US9169260,US20140194404A1
US9169270,US20150158883A1
US9173869,US20110077256A1
US9173879,US20140364441A1
US9173884,US20140323503A1
US9174965,US20150133479A1
US9505749,US20150225396A1
US9505766,US20150045343A1
US9527857,US20230364098A1
US9533989,US20170145019A1
US9533985,US20150051395A1
US9174969,US20110190315A1
US9174974,US20150148313A1
US9174982,US20140094471A1
US9174993,US20140357640A1
US9174997,US20150045344A1
US9175003,US20150148539A1
US9175320,US20220259627A1
US9175331,US20130040906A1
US9175000,US20140163058A1
US9175357,US20160011195A1
US9180116,US20170066751A1
US9180120,US20130225646A1
US9180122,US20140243353A1
US9180183,US20160090395A1
US9180192,US20130040944A1
US9181181,US20140303175A1
US9181184,US20180221357A1
US9181185,US20140288092A1
US9181187,US20100076038A1
US9181219,US20160256447A1
US9181230,US20150045359A1
US9181233,US20110224259A1
US9181236,US20140200213A1
US9181249,US20150175602A1
US9181253,US20120252823A1
US9181258,US20140249146A1
US9181261,US20150141428A1
US9181266,US20150025070A1
US9181272,US20140323468A1
US9181275,US20160130282A1
US9181279,US20150087626A1
US9181263,US20150306106A1
US9182402,US20140127127A1
US9186318,US20140221425A1
US9186360,US20120316136A1
US9187406,US20240360068A1
US9187413,US20130217764A1
US9187428,US20130210795A1
US9187429,US20130274287A1
US9187430,US20150051211A1
US9187437,US20130190361A1
US9187441,US20140005386A1
US9187450,US20130109653A1
US9187459,US20140221406A1
US9187462,US20150087664A1
US9187466,US20130190330A1
US9187469,US20140275072A1
US9187470,US20150183777A1
US9187474,US20150105367A1
US9187477,US20150119393A1
US9187480,US20160046630A1
US9187486,US20140221344A1
US9187487,US20140073626A1
US9192603,US20130158078A1
US9193689,US20150099732A1
US9193697,US20130018048A1
US9193726,US20160024088A1
US9193736,US20140364413A1
US9193762,US20130310311A1
US9199927,US20140378459A1
US9199947,US20140296239A1
US9199949,US20150045346A1
US9199976,US20130137684A1
US9199981,US20130059846A1
US9199997,US20160264576A1
US9200001,US20140249134A1
US9200006,US20140221654A1
US9199999,US20130210815A1
US9200020,US20150099722A1
US9200268,US20140186923A1
US9205078,US20140288125A1
US9205085,US20210401836A1
US9206129,US20140148416A1
US9206139,US20150218107A1
US9206162,US20150266858A1
US9206167,US20140163039A1
US9206184,US20130158000A1
US9206198,US20150099729A1
US9212153,US20160272600A1
US9216974,US20150175589A1
US9206173,US20120065189A1
US9206188,US20140315909A1
US9206199,US20140336177A1
US9206201,US20150051173A1
US9206232,US20140357551A1
US9211296,US20130338117A1
US9212130,US20130225596A1
US9212139,US20190292149A1
US9212140,US20140031407A1
US9212165,US20160326154A1
US9695174,US20160214984A1
US9682910,US20230399282A1
US9682940,US20170057925A1
US9682963,US20170247357A1
US9682967,US20170239226A1
US9688624,US20130053444A1
US9670166,US20160340319A1
US9670213,US20150126508A1
US9212144,US20150210644A1
US9212145,US20150072986A1
US9212147,US20140336165A1
US9212171,US20150119384A1
US9212173,US20150051238A1
US9212178,US20150111883A1
US9212184,US20130281460A1
US9212186,US20150051201A1
US9212187,US20140343278A1
US9212192,US20140194418A1
US9212196,US20140107078A1
US9206164,US20140113917A1
US9212206,
US9216182,US20140235609A1
US9216962,US20140148600A1
US9216968,US20140221339A1
US9216972,US20120214767A1
US9216981,US20130317023A1
US9216984,US20160067253A1
US9216985,US20160067249A1
US9216986,US20160303120A1
US9216988,US20130190288A1
US9216997,US20140329800A1
US9221767,US20140206686A1
US9221790,US20130085160A1
US9221795,US20160039793A1
US9216999,US20160102102A1
US9221791,US20140350003A1
US9221796,US20210121453A1
US9221797,US20140148448A1
US9221802,US20150197510A1
US9221824,US20200247811A1
US9221828,US20160175304A1
US9221839,US20140023668A1
US9217012,US20120088720A1
US9216998,US20130210806A1
US9221808,US20130059839A1
US9221831,US20140057931A1
US9226922,US20150258074A1
US9226923,US20140243303A1
US9227930,US20140309206A1
US9227949,US20160058734A1
US9227959,US20150225385A1
US9227982,US20150210709A1
US9234000,US20150225450A1
US9226927,US20140227302A1
US9227956,US20140315928A1
US9227969,US20170183348A1
US9227970,US20150099735A1
US9227973,US20150099771A1
US9227975,US20190169193A1
US9227977,US20140274980A1
US9233086,US20110312997A1
US9233108,US20180015097A1
US9233111,US20140243306A1
US9233946,US20130172339A1
US9233953,US20150105397A1
US9233968,
US9233979,US20150266895A1
US9233981,US20150376207A1
US9233983,US20150064196A1
US9238619,US20140256701A1
US9238626,US20150099776A1
US9238644,US20140073620A1
US9238651,US20140371215A1
US9238658,US20140364393A1
US9241942,US20140080832A1
US9238625,US20180127362A1
US9242943,US20120184540A1
US9242957,US20140256958A1
US9242960,US20140228410A1
US9242969,US20140275003A1
US9242970,US20130237525A1
US9242975,US20150011532A1
US9242981,US20130172341A1
US9242982,US20140221651A1
US9242995,US20150038502A1
US9221809,US20140329799A1
US9242973,US20150225386A1
US9242988,US20150274739A1
US9242996,US20150126490A1
US9242998,US20150368265A1
US9243002,US20150361101A1
US9242977,US20150111865A1
US9670216,US20150284400A1
US9546152,US20150291558A1
US9260454,US20140296169A1
US9540377,US20150353553A1
US9248140,US20150328239A1
US9249085,US20140350019A1
US9249096,US20140213588A1
US9249114,US20140148457A1
US9249123,US20130281432A1
US9249125,US20150203475A1
US9555024,US20150150864A1
US9249139,US20140296530A1
US9249151,US20150057286A1
US9255087,US20220144813A1
US9243020,US20160096858A1
US9260417,US20140296268A1
US9253997,US20160101091A1
US9255090,US20150252036A1
US9255091,US20150259336A1
US9255096,
US9255098,US20150183788A1
US9255103,US20140213593A1
US9255106,US20150166544A1
US9255107,US20150299202A1
US9255110,US20140303149A1
US9259422,US20180030062A1
US9259470,US20180127393A1
US9260410,US20160115152A1
US9260413,US20150024071A1
US9260415,US20150158846A1
US9260425,US20130039906A1
US9260446,US20160326184A1
US9260448,US20140228565A1
US9492405,US20200197332A1
US9249163,US20140364414A1
US9233965,US20140336189A1
US9260439,US20150291604A1
US9260440,US20190016731A1
US9260450,US20160200735A1
US9260455,US20150239908A1
US9265734,US20160122290A1
US9266828,US20150073054A1
US9266832,US20130274260A1
US9266839,US20190175556A1
US9266848,US20120226033A1
US9266853,US20150210666A1
US9546162,US20150094330A1
US9878991,US20180208575A1
US9617250,US20160031866A1
US9624194,US20160052911A1
US10736881,US20190282547A1
US10736890,US20190167666A1
US10738056,US20190119285A1
US9233921,US20140343114A1
US9265773,US20140213571A1
US9266835,US20150239844A1
US9266869,US20150166521A1
US9266870,US20150183768A1
US9266876,US20140371204A1
US9266878,US20150218154A1
US9266880,US20130231354A1
US9266881,US20140343053A1
US9266895,US20240174676A1
US9233167,US20190247388A1
US9233947,US20140243329A1
US9266877,US20210346369A1
US9266883,US20150119385A1
US9266890,US20180362545A1
US9266891,US20160129001A1
US9271969,US20150157611A1
US9271981,US20150374701A1
US9273011,US20160287584A1
US10913744,US20180244676A1
US11173137,US20200016103A1
US11198680,US20240287024A1
US11319299,US20190112290A1
US11753373,US20230026438A1
US20230312550,US20230312550A1
US9273021,US20120028892A1
US9273029,US20140142097A1
US9273033,US20150291561A1
US9273052,US20130131068A1
US9273014,US20150166489A1
US9273042,US20150141413A1
US9249124,US20140057913A1
US9273046,US20150045355A1
US9290451,
US9290454,US20150353498A1
US9290456,US20150030704A1
US9290463,US20130156699A1
US9290467,US20130196965A1
US9290477,US20150259325A1
US9290457,US20160031825A1
US9290481,US20150152087A1
US9290482,
US9290485,US20120035168A1
US9290487,US20140336376A1
US9290490,US20140148474A1
US9290507,US20130190286A1
US8772490,US20120165533A1
US9278093,US20150306091A1
US9278914,US20140221479A1
US9278918,US20160002152A1
US9278930,US20150157617A1
US9278944,US20140011807A1
US9278953,US20150099782A1
US9278954,US20140343083A1
US9278960,US20140309227A1
US9278963,US20160279128A1
US9290517,US20150284411A1
US9278968,US20150232464A1
US9278976,US20160137622A1
US9278978,US20150057295A1
US9278981,US20150183801A1
US9283225,US20140228379A1
US9284284,US20140256715A1
US9284298,US20140051708A1
US9284299,US20160297801A1
US9284302,US20150307479A1
US9284315,US20150166539A1
US9284317,US20130267527A1
US9296775,US20140162967A1
US9283222,US20140212509A1
US9284319,US20150038485A1
US9284330,US20140364443A1
US9296703,US20150368208A1
US9296728,US20160168083A1
US9296747,US20160102088A1
US9296734,US20140249104A1
US9296736,US20140315895A1
US9296745,US20150087585A1
US9296748,US20150246919A1
US9302981,US20140194508A1
US9303005,US20130225674A1
US9303019,US20140045910A1
US9302989,US20160031880A1
US9303018,US20150018333A1
US9249087,US20140128408A1
US9260435,US20150005309A1
US9289400,US20140228355A1
US9290501,US20130274220A1
US9296681,US20140066500A1
US9296757,US20150152121A1
US9302985,US20140163110A1
US9271963,US20090221591A1
US9278100,US20200289515A1
US9278925,US20140275199A1
US9290476,US20140107094A1
US9290488,US20150011529A1
US9296708,US20240067756A1
US9296741,US20140162971A1
US9296759,US20160159818A1
US9302986,US20190071396A1
US9302996,US20130261128A1
US9284322,US20150152119A1
US9303012,US20150299165A1
US9303015,US20140107096A1
US9303017,US20140378428A1
US9303023,US20130324579A1
US9303025,US20180251426A1
US9303045,US20150291624A1
US9314464,US20230116233A1
US9314468,US20130172330A1
US9315438,US20150191502A1
US9315463,US20160264557A1
US9315492,US20150094337A1
US9303035,US20140171412A1
US9315489,US20150141427A1
US9315491,US20140178360A1
US9315493,US20140011823A1
US9315498,US20140155602A1
US9315499,US20150158861A1
US9315500,US20160213670A1
US9315508,US20150225402A1
US9315514,US20140057932A1
US9315518,US20140350002A1
US9315519,US20150259358A1
US9320732,US20240173303A1
US9320737,US20140228370A1
US9321721,US20140256819A1
US9321747,US20150299169A1
US20160326143,US20160326143A1
US9320734,US20150126563A1
US9320741,US20200148702A1
US9321728,US20150329504A1
US9321738,US20150133511A1
US9321743,US20140094508A1
US9321748,US20160184317A1
US9321750,US20150284366A1
US9321752,US20150252029A1
US9321766,US20160096832A1
US9328112,US20150218165A1
US20250026741,US20250026741A1
US20250101020,US20250101020A1
US20250109156,US20250109156A1
US9321760,US20150126484A1
US9321773,US20180118754A1
US9321791,US20180291025A1
US9326978,US20130197025A1
US9328070,US20150225344A1
US9328111,US20150018356A1
US9328120,US20150025088A1
US9328123,US20150225416A1
US9328124,US20150232483A1
US9333197,US20140228412A1
US9321756,US20140187553A1
US9328118,US20160228442A1
US9321790,US20150183804A1
US9328096,US20150322043A1
US9328106,US20140088117A1
US9333199,US20150342944A1
US9333205,US20130143896A1
US9333217,US20200397812A1
US9334271,US20140336166A1
US9334278,US20150218170A1
US9339486,US20150148408A1
US9340511,US20160194285A1
US9340534,US20160024068A1
US9340521,US20140274918A1
US9340542,US20150183787A1
US9340555,US20180086774A1
US9340573,US20150252072A1
US9345740,US20150164974A1
US9345793,US20140314669A1
US9346810,US20130210831A1
US9333195,US20190183867A1
US9328099,US20140228348A1
US9334279,US20150329547A1
US9334288,US20150051205A1
US9340504,US20150141434A1
US9340506,US20120214735A1
US9334269,US20130131035A1
US9334290,US20190382416A1
US9339501,US20150209356A1
US9340500,US20140024647A1
US9340507,US20150376131A1
US9340510,US20160075657A1
US9340517,US20130225563A1
US9340530,US20150025046A1
US9340537,US20150126485A1
US9346793,US20130267569A1
US9346797,US20160130267A1
US9346822,US20140221381A1
US9353062,US20150057312A1
US9334286,US20150218181A1
US9340549,US20150045368A1
US9340574,US20150239931A1
US9346782,US20150105369A1
US9346787,US20150045342A1
US9346798,US20150057271A1
US9346803,US20160303082A1
US9346818,US20150191480A1
US9346827,US20140031340A1
US9345700,US20150352097A1
US9345742,US20160228493A1
US9346770,US20130089613A1
US9346794,US20160130265A1
US9346795,US20140135318A1
US9346815,US20190322661A1
US9346839,US20160263133A1
US9351973,US20170020879A1
US9353067,US20140296247A1
US9353083,US20140228342A1
US9353113,US20160031884A1
US9353115,US20140107115A1
US9358227,US20150126550A1
US9346786,US20130203728A1
US9346814,US20140357650A1
US9346829,US20150182533A1
US9351965,US20130261125A1
US9353061,US20150148360A1
US9353066,US20150232428A1
US9353075,US20130281490A1
US9353081,US20130079365A1
US9353090,US20160024059A1
US9359293,US20160279091A1
US9359301,US20150225345A1
US9359330,US20150057300A1
US9346821,US20140094489A1
US9353084,US20150232449A1
US9353093,US20160096828A1
US9353101,US20150111866A1
US9353102,US20150183778A1
US9353104,US20160016947A1
US9353116,US20130137708A1
US9359337,US20150246906A1
US9359339,US20150018399A1
US9359341,US20150259333A1
US9359345,US20150353534A1
US9359348,US20150307488A1
US9365558,US20140357670A1
US9393245,US20190336506A1
US9359338,US20150197511A1
US9388160,US20140235658A1
US9359361,US20160074403A1
US9359371,US20150232474A1
US9359372,US20150210711A1
US9359399,US20190241610A1
US9364459,US20130029986A1
US9364482,US20160136172A1
US9365502,US20160326127A1
US9365508,US20120149778A1
US9365511,US20150353488A1
US9365529,US20160280650A1
US9365534,US20150038728A1
US9365539,US20130040929A1
US9365546,US20140171449A1
US9365562,US20140256708A1
US9365563,US20180208575A1
US9365575,US20130310394A1
US9365576,US20130317024A1
US9365853,US20140086936A1
US9388137,US20140309228A1
US9394281,US20150274747A1
US9394283,US20250268905A1
US9365572,US20150239885A1
US9365582,US20140113929A1
US9365589,US20150344500A1
US9388136,US20150246883A1
US9388139,US20140171477A1
US9388140,US20140302010A1
US9388149,US20160362403A1
US9388162,US20150175571A1
US9388171,US20140066453A1
US9388176,US20180036317A1
US9388181,US20160096837A1
US9388189,US20150291595A1
US9388197,US20150361096A1
US9388198,US20150361097A1
US9388199,US20150166578A1
US9394254,US20140336221A1
US9394276,US20150315200A1
US9394304,US20150246918A1
US9394307,US20190169197A1
US9402878,US20220289793A1
US9403799,US20150133452A1
US9403822,US20200277291A1
USRE46024,
US9393232,US20170027912A1
US9394263,US20150361059A1
US9394282,US20140235641A1
